Article_URL,Adresse,Kvdm
https://www.boligsiden.dk/adresse/ved-soenderport-22-4-th-2300-koebenhavn-s-01018104__22__4__th,"Ved Sønderport 22, 4. th. 2300 København S",64
https://www.boligsiden.dk/adresse/krabbesholmvej-23-2-th-2700-broenshoej-01013932__23__2__th,"Krabbesholmvej 23, 2. th. 2700 Brønshøj",54
https://www.boligsiden.dk/adresse/store-kongensgade-21b-3-3-1264-koebenhavn-k-01016948_21b__3___3,"Store Kongensgade 21B, 3. 3. 1264 København K",85
https://www.boligsiden.dk/adresse/broenshoejvej-34-0-th-2700-broenshoej-01010944__34_st__th,"Brønshøjvej 34, st. th. 2700 Brønshøj",69
https://www.boligsiden.dk/adresse/markmandsgade-21-1-tv-2300-koebenhavn-s-01014644__21__1__tv,"Markmandsgade 21, 1. tv. 2300 København S",119
https://www.boligsiden.dk/adresse/uglevej-21-3-tv-2400-koebenhavn-nv-01017820__21__3__tv,"Uglevej 21, 3. tv. 2400 København NV",51
https://www.boligsiden.dk/adresse/gudenaavej-31-2-th-2720-vanloese-01012396__31__2__th,"Gudenåvej 31, 2. th. 2720 Vanløse",67
https://www.boligsiden.dk/adresse/aaboulevard-9-3-tv-1635-koebenhavn-v-01018636___9__3__tv,"Åboulevard 9, 3. tv. 1635 København V",139
https://www.boligsiden.dk/adresse/thorshavnsgade-21-0-th-2300-koebenhavn-s-01017404__21_st__th,"Thorshavnsgade 21, st. th. 2300 København S",127
https://www.boligsiden.dk/adresse/vester-soegade-74-2-th-1601-koebenhavn-v-01018240__74__2__th,"Vester Søgade 74, 2. th. 1601 København V",93
https://www.boligsiden.dk/adresse/oernevej-19-2-th-2400-koebenhavn-nv-01018560__19__2__th,"Ørnevej 19, 2. th. 2400 København NV",47
https://www.boligsiden.dk/adresse/willy-brandts-vej-23-1-3-2450-koebenhavn-sv-01018844__23__1___3,"Willy Brandts Vej 23, 1. 3. 2450 København SV",81
https://www.boligsiden.dk/adresse/rundholtsvej-56-0-3-2300-koebenhavn-s-01016022__56_st___3,"Rundholtsvej 56, st. 3. 2300 København S",139
https://www.boligsiden.dk/adresse/c.f.-moellers-alle-8-9-tv-2300-koebenhavn-s-01014902___8__9__tv,"C.F. Møllers Allé 8, 9. tv. 2300 København S",97
https://www.boligsiden.dk/adresse/svinget-15-1-tv-2300-koebenhavn-s-01017196__15__1__tv,"Svinget 15, 1. tv. 2300 København S",83
https://www.boligsiden.dk/adresse/lyngbyvej-69-2-2100-koebenhavn-oe-01014476__69__2____,"Lyngbyvej 69, 2. 2100 København Ø",103
https://www.boligsiden.dk/adresse/borgmester-jensens-alle-22-0-tv-2100-koebenhavn-oe-01010732__22_st__tv,"Borgmester Jensens Allé 22, st. tv. 2100 København Ø",178
https://www.boligsiden.dk/adresse/aggersvoldvej-5b-2-tv-2700-broenshoej-01010048__5b__2__tv,"Aggersvoldvej 5B, 2. tv. 2700 Brønshøj",52
https://www.boligsiden.dk/adresse/kuchlersgade-8-0-1774-koebenhavn-v-01014048___8_st____,"Küchlersgade 8, st. 1774 København V",65
https://www.boligsiden.dk/adresse/asminderoedgade-4-3-tv-2200-koebenhavn-n-01010244___4__3__tv,"Asminderødgade 4, 3. tv. 2200 København N",54
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-8-5-th-2300-koebenhavn-s-01015894___8__5__th,"Robert Jacobsens Vej 8, 5. th. 2300 København S",111
https://www.boligsiden.dk/adresse/amager-strandvej-58a-0-1-2300-koebenhavn-s-01010120_58a_st___1,"Amager Strandvej 58A, st. 1. 2300 København S",87
https://www.boligsiden.dk/adresse/frederikssundsvej-68e-1-mf-2400-koebenhavn-nv-01011964_68e__1__mf,"Frederikssundsvej 68E, 1. mf. 2400 København NV",47
https://www.boligsiden.dk/adresse/silkeborggade-41-4-th-2100-koebenhavn-oe-01016384__41__4__th,"Silkeborggade 41, 4. th. 2100 København Ø",71
https://www.boligsiden.dk/adresse/edvard-thomsens-vej-89-2-tv-2300-koebenhavn-s-01011442__89__2__tv,"Edvard Thomsens Vej 89, 2. tv. 2300 København S",118
https://www.boligsiden.dk/adresse/svinget-8-3-tv-2300-koebenhavn-s-01017196___8__3__tv,"Svinget 8, 3. tv. 2300 København S",111
https://www.boligsiden.dk/adresse/vigerslevvej-38-0-th-2500-valby-01018320__38_st__th,"Vigerslevvej 38, st. th. 2500 Valby",59
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-91-8-2300-koebenhavn-s-01015894__91__8____,"Robert Jacobsens Vej 91, 8. 2300 København S",105
https://www.boligsiden.dk/adresse/horsekildevej-38-3-th-2500-valby-01013028__38__3__th,"Horsekildevej 38, 3. th. 2500 Valby",58
https://www.boligsiden.dk/adresse/overgaden-oven-vandet-28-3-1415-koebenhavn-k-01015368__28__3____,"Overgaden Oven Vandet 28, 3. 1415 København K",129
https://www.boligsiden.dk/adresse/strandboulevarden-29-2-2100-koebenhavn-oe-01016988__29__2____,"Strandboulevarden 29, 2. 2100 København Ø",187
https://www.boligsiden.dk/adresse/dunkerquegade-19-0-th-2150-nordhavn-01011374__19_st__th,"Dunkerquegade 19, st. th. 2150 Nordhavn",106
https://www.boligsiden.dk/adresse/aaboulevard-12-3-tv-2200-koebenhavn-n-01018636__12__3__tv,"Åboulevard 12, 3. tv. 2200 København N",81
https://www.boligsiden.dk/adresse/badstuestraede-4-2-1209-koebenhavn-k-01010304___4__2____,"Badstuestræde 4, 2. 1209 København K",63
https://www.boligsiden.dk/adresse/landskronagade-17-3-2100-koebenhavn-oe-01014124__17__3____,"Landskronagade 17, 3. 2100 København Ø",106
https://www.boligsiden.dk/adresse/groendals-parkvej-16-0-mf-2720-vanloese-01012328__16_st__mf,"Grøndals Parkvej 16, st. mf. 2720 Vanløse",61
https://www.boligsiden.dk/adresse/teglbraendervej-4-2-tv-2400-koebenhavn-nv-01017344___4__2__tv,"Teglbrændervej 4, 2. tv. 2400 København NV",38
https://www.boligsiden.dk/adresse/oester-voldgade-32-0-th-1350-koebenhavn-k-01018612__32_st__th,"Øster Voldgade 32, st. th. 1350 København K",63
https://www.boligsiden.dk/adresse/brobergsgade-14-3-tv-1427-koebenhavn-k-01010856__14__3__tv,"Brobergsgade 14, 3. tv. 1427 København K",50
https://www.boligsiden.dk/adresse/aggersvoldvej-3a-2-tv-2700-broenshoej-01010048__3a__2__tv,"Aggersvoldvej 3A, 2. tv. 2700 Brønshøj",54
https://www.boligsiden.dk/adresse/langagervej-61-1-tv-2500-valby-01014132__61__1__tv,"Langagervej 61, 1. tv. 2500 Valby",61
https://www.boligsiden.dk/adresse/silkeborggade-41-5-tv-2100-koebenhavn-oe-01016384__41__5__tv,"Silkeborggade 41, 5. tv. 2100 København Ø",68
https://www.boligsiden.dk/adresse/hessensgade-15-1-109-2300-koebenhavn-s-01012872__15__1_109,"Hessensgade 15, 1. 109. 2300 København S",57
https://www.boligsiden.dk/adresse/lyngbyvej-32c-1-mf-2100-koebenhavn-oe-01014476_32c__1__mf,"Lyngbyvej 32C, 1. mf. 2100 København Ø",64
https://www.boligsiden.dk/adresse/ouroegade-31-1-th-2100-koebenhavn-oe-01015348__31__1__th,"Ourøgade 31, 1. th. 2100 København Ø",56
https://www.boligsiden.dk/adresse/voelundsgade-26-0-th-2200-koebenhavn-n-01018480__26_st__th,"Vølundsgade 26, st. th. 2200 København N",58
https://www.boligsiden.dk/adresse/viggo-kampmanns-plads-3-1-tv-2300-koebenhavn-s-01018323___3__1__tv,"Viggo Kampmanns Plads 3, 1. tv. 2300 København S",152
https://www.boligsiden.dk/adresse/blankavej-12-2-tv-2500-valby-01010596__12__2__tv,"Blankavej 12, 2. tv. 2500 Valby",57
https://www.boligsiden.dk/adresse/oerestads-boulevard-59a-2-206-2300-koebenhavn-s-01018541_59a__2_206,"Ørestads Boulevard 59A, 2. 206. 2300 København S",109
https://www.boligsiden.dk/adresse/alliancevej-8b-4-tv-2450-koebenhavn-sv-01010090__8b__4__tv,"Alliancevej 8B, 4. tv. 2450 København SV",118
https://www.boligsiden.dk/adresse/praestoegade-16-4-th-2100-koebenhavn-oe-01015648__16__4__th,"Præstøgade 16, 4. th. 2100 København Ø",71
https://www.boligsiden.dk/adresse/bagerstraede-2-4-tv-1617-koebenhavn-v-01010308___2__4__tv,"Bagerstræde 2, 4. tv. 1617 København V",104
https://www.boligsiden.dk/adresse/randersgade-18-0-th-2100-koebenhavn-oe-01015716__18_st__th,"Randersgade 18, st. th. 2100 København Ø",83
https://www.boligsiden.dk/adresse/islands-brygge-24b-6-tv-2300-koebenhavn-s-01013300_24b__6__tv,"Islands Brygge 24B, 6. tv. 2300 København S",140
https://www.boligsiden.dk/adresse/strandboulevarden-145-4-th-2100-koebenhavn-oe-01016988_145__4__th,"Strandboulevarden 145, 4. th. 2100 København Ø",123
https://www.boligsiden.dk/adresse/valby-langgade-15-0-2500-valby-01017912__15_st____,"Valby Langgade 15, st. 2500 Valby",129
https://www.boligsiden.dk/adresse/christianshavns-voldgade-21-2-th-1424-koebenhavn-k-01011144__21__2__th,"Christianshavns Voldgade 21, 2. th. 1424 København K",148
https://www.boligsiden.dk/adresse/folehaven-92-1-th-2500-valby-01011864__92__1__th,"Folehaven 92, 1. th. 2500 Valby",57
https://www.boligsiden.dk/adresse/oeresundsvej-49-4-tv-2300-koebenhavn-s-01018544__49__4__tv,"Øresundsvej 49, 4. tv. 2300 København S",78
https://www.boligsiden.dk/adresse/aggersborggade-3-5-th-2100-koebenhavn-oe-01010044___3__5__th,"Aggersborggade 3, 5. th. 2100 København Ø",60
https://www.boligsiden.dk/adresse/kloeverbladsgade-30-1-2500-valby-01013788__30__1____,"Kløverbladsgade 30, 1. 2500 Valby",138
https://www.boligsiden.dk/adresse/frederiksgaards-alle-10-3-th-2720-vanloese-01011948__10__3__th,"Frederiksgårds Allé 10, 3. th. 2720 Vanløse",56
https://www.boligsiden.dk/adresse/offenbachsvej-21-1-th-2450-koebenhavn-sv-01015244__21__1__th,"Offenbachsvej 21, 1. th. 2450 København SV",52
https://www.boligsiden.dk/adresse/ingerslevsgade-136-4-tv-1705-koebenhavn-v-01013272_136__4__tv,"Ingerslevsgade 136, 4. tv. 1705 København V",113
https://www.boligsiden.dk/adresse/nygaardsvej-10-2-15-2100-koebenhavn-oe-01015108__10__2__15,"Nygårdsvej 10, 2. 15. 2100 København Ø",60
https://www.boligsiden.dk/adresse/peder-lykkes-vej-54-0-3-2300-koebenhavn-s-01015452__54_st___3,"Peder Lykkes Vej 54, st. 3. 2300 København S",51
https://www.boligsiden.dk/adresse/vigerslevvej-310-1-th-2500-valby-01018320_310__1__th,"Vigerslevvej 310, 1. th. 2500 Valby",59
https://www.boligsiden.dk/adresse/hvalsoevej-14-1-2700-broenshoej-01013104__14__1____,"Hvalsøvej 14, 1. 2700 Brønshøj",60
https://www.boligsiden.dk/adresse/soelleroedgade-46-2-th-2200-koebenhavn-n-01017272__46__2__th,"Søllerødgade 46, 2. th. 2200 København N",36
https://www.boligsiden.dk/adresse/carl-th.-zahles-gade-12-3-th-2300-koebenhavn-s-01011083__12__3__th,"Carl Th. Zahles Gade 12, 3. th. 2300 København S",113
https://www.boligsiden.dk/adresse/soelvgade-19-1-mf-1307-koebenhavn-k-01017280__19__1__mf,"Sølvgade 19, 1. mf. 1307 København K",49
https://www.boligsiden.dk/adresse/toelloesevej-19-1-th-2700-broenshoej-01017764__19__1__th,"Tølløsevej 19, 1. th. 2700 Brønshøj",57
https://www.boligsiden.dk/adresse/palermovej-11-1-2-2300-koebenhavn-s-01015392__11__1___2,"Palermovej 11, 1. 2. 2300 København S",69
https://www.boligsiden.dk/adresse/esthersvej-13-0-2900-hellerup-01011684__13_st____,"Esthersvej 13, st. 2900 Hellerup",112
https://www.boligsiden.dk/adresse/papiroeen-51-5-2-1436-koebenhavn-k-01010042__51__5___2,"Papirøen 51, 5. 2. 1436 København K",57
https://www.boligsiden.dk/adresse/raadmandsgade-46b-4-tv-2200-koebenhavn-n-01016160_46b__4__tv,"Rådmandsgade 46B, 4. tv. 2200 København N",55
https://www.boligsiden.dk/adresse/praestekaervej-20-1-mf-2700-broenshoej-01015636__20__1__mf,"Præstekærvej 20, 1. mf. 2700 Brønshøj",41
https://www.boligsiden.dk/adresse/valby-langgade-265-0-th-2500-valby-01017912_265_st__th,"Valby Langgade 265, st. th. 2500 Valby",77
https://www.boligsiden.dk/adresse/norgesgade-10-2-3-2300-koebenhavn-s-01015064__10__2___3,"Norgesgade 10, 2. 3. 2300 København S",53
https://www.boligsiden.dk/adresse/brobergsgade-11-4-tv-1427-koebenhavn-k-01010856__11__4__tv,"Brobergsgade 11, 4. tv. 1427 København K",74
https://www.boligsiden.dk/adresse/dronningensgade-42-1-2-1420-koebenhavn-k-01011352__42__1___2,"Dronningensgade 42, 1. 2. 1420 København K",54
https://www.boligsiden.dk/adresse/laerkevej-10-3-th-2400-koebenhavn-nv-01014528__10__3__th,"Lærkevej 10, 3. th. 2400 København NV",64
https://www.boligsiden.dk/adresse/rigensgade-11a-3-1316-koebenhavn-k-01015844_11a__3____,"Rigensgade 11A, 3. 1316 København K",122
https://www.boligsiden.dk/adresse/esthersvej-22b-2-tv-2900-hellerup-01011684_22b__2__tv,"Esthersvej 22B, 2. tv. 2900 Hellerup",70
https://www.boligsiden.dk/adresse/thad-jones-vej-8-4-th-2450-koebenhavn-sv-01018820___8__4__th,"Thad Jones Vej 8, 4. th. 2450 København SV",103
https://www.boligsiden.dk/adresse/aalandsgade-51-1-tv-2300-koebenhavn-s-01018664__51__1__tv,"Ålandsgade 51, 1. tv. 2300 København S",56
https://www.boligsiden.dk/adresse/jernbane-alle-55-2-7-2720-vanloese-01013400__55__2___7,"Jernbane Allé 55, 2. 7. 2720 Vanløse",84
https://www.boligsiden.dk/adresse/peter-bangs-vej-239-1-tv-2500-valby-01015488_239__1__tv,"Peter Bangs Vej 239, 1. tv. 2500 Valby",52
https://www.boligsiden.dk/adresse/noerager-plads-14-0-2720-vanloese-01015180__14_st____,"Nørager Plads 14, st. 2720 Vanløse",100
https://www.boligsiden.dk/adresse/puggaardsgade-10-1-th-1573-koebenhavn-v-01015660__10__1__th,"Puggaardsgade 10, 1. th. 1573 København V",118
https://www.boligsiden.dk/adresse/godthaabsvej-241-2-th-2720-vanloese-01012264_241__2__th,"Godthåbsvej 241, 2. th. 2720 Vanløse",116
https://www.boligsiden.dk/adresse/voelundsgade-29-3-tv-2200-koebenhavn-n-01018480__29__3__tv,"Vølundsgade 29, 3. tv. 2200 København N",79
https://www.boligsiden.dk/adresse/kirkegaardsvej-36-0-2300-koebenhavn-s-01013684__36_st____,"Kirkegårdsvej 36, st. 2300 København S",94
https://www.boligsiden.dk/adresse/kvintus-alle-3-0-3-2300-koebenhavn-s-01014032___3_st___3,"Kvintus Allé 3, st. 3. 2300 København S",44
https://www.boligsiden.dk/adresse/birkedommervej-18-2-th-2400-koebenhavn-nv-01010504__18__2__th,"Birkedommervej 18, 2. th. 2400 København NV",61
https://www.boligsiden.dk/adresse/borups-alle-249b-2-th-2400-koebenhavn-nv-01010760249b__2__th,"Borups Allé 249B, 2. th. 2400 København NV",47
https://www.boligsiden.dk/adresse/sorgenfrigade-3-1-tv-2200-koebenhavn-n-01016732___3__1__tv,"Sorgenfrigade 3, 1. tv. 2200 København N",82
https://www.boligsiden.dk/adresse/lyneborggade-33-0-tv-2300-koebenhavn-s-01014468__33_st__tv,"Lyneborggade 33, st. tv. 2300 København S",79
https://www.boligsiden.dk/adresse/maagevej-50-0-th-2400-koebenhavn-nv-01014920__50_st__th,"Mågevej 50, st. th. 2400 København NV",54
https://www.boligsiden.dk/adresse/lily-brobergs-vej-51-0-th-2500-valby-01014310__51_st__th,"Lily Brobergs Vej 51, st. th. 2500 Valby",101
https://www.boligsiden.dk/adresse/ellebjergvej-7-1-th-2450-koebenhavn-sv-01011492___7__1__th,"Ellebjergvej 7, 1. th. 2450 København SV",52
https://www.boligsiden.dk/adresse/hilleroedgade-19-1-tv-2200-koebenhavn-n-01012888__19__1__tv,"Hillerødgade 19, 1. tv. 2200 København N",55
https://www.boligsiden.dk/adresse/doris-lessings-vej-27-2-th-2300-koebenhavn-s-01011310__27__2__th,"Doris Lessings Vej 27, 2. th. 2300 København S",107
https://www.boligsiden.dk/adresse/toemrergade-7-3-2-2200-koebenhavn-n-01017772___7__3___2,"Tømrergade 7, 3. 2. 2200 København N",48
https://www.boligsiden.dk/adresse/lily-brobergs-vej-53-1-tv-2500-valby-01014310__53__1__tv,"Lily Brobergs Vej 53, 1. tv. 2500 Valby",112
https://www.boligsiden.dk/adresse/rossinisvej-16-1-mf-2450-koebenhavn-sv-01015976__16__1__mf,"Rossinisvej 16, 1. mf. 2450 København SV",34
https://www.boligsiden.dk/adresse/thyrasgade-4-4-510-2200-koebenhavn-n-01017428___4__4_510,"Thyrasgade 4, 4. 510. 2200 København N",60
https://www.boligsiden.dk/adresse/pilestraede-21-3-1-1112-koebenhavn-k-01015520__21__3___1,"Pilestræde 21, 3. 1. 1112 København K",119
https://www.boligsiden.dk/adresse/svinget-9-5-tv-2300-koebenhavn-s-01017196___9__5__tv,"Svinget 9, 5. tv. 2300 København S",64
https://www.boligsiden.dk/adresse/raevegade-4-0-1315-koebenhavn-k-01016076___4_st____,"Rævegade 4, st. 1315 København K",43
https://www.boligsiden.dk/adresse/oeresundsvej-132d-2300-koebenhavn-s-01018544132d_______,Øresundsvej 132D 2300 København S,132
https://www.boligsiden.dk/adresse/puggaardsgade-18-3-th-1573-koebenhavn-v-01015660__18__3__th,"Puggaardsgade 18, 3. th. 1573 København V",87
https://www.boligsiden.dk/adresse/strandlodsvej-23d-1-th-2300-koebenhavn-s-01016996_23d__1__th,"Strandlodsvej 23D, 1. th. 2300 København S",89
https://www.boligsiden.dk/adresse/belgiensgade-1a-1-tv-2300-koebenhavn-s-01010440__1a__1__tv,"Belgiensgade 1A, 1. tv. 2300 København S",81
https://www.boligsiden.dk/adresse/johan-kellers-vej-24-1-tv-2450-koebenhavn-sv-01013412__24__1__tv,"Johan Kellers Vej 24, 1. tv. 2450 København SV",59
https://www.boligsiden.dk/adresse/bogholder-alle-54-0-tv-2720-vanloese-01010672__54_st__tv,"Bogholder Allé 54, st. tv. 2720 Vanløse",71
https://www.boligsiden.dk/adresse/graekenlandsvej-37-1-tv-2300-koebenhavn-s-01012312__37__1__tv,"Grækenlandsvej 37, 1. tv. 2300 København S",53
https://www.boligsiden.dk/adresse/julius-bloms-gade-3-5-9-2200-koebenhavn-n-01013440___3__5___9,"Julius Bloms Gade 3, 5. 9. 2200 København N",24
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-82-9-p6-2300-koebenhavn-s-01015894__82__9__p6,"Robert Jacobsens Vej 82, 9. p6. 2300 København S",138
https://www.boligsiden.dk/adresse/jagtvej-200-1-tv-2100-koebenhavn-oe-01013332_200__1__tv,"Jagtvej 200, 1. tv. 2100 København Ø",189
https://www.boligsiden.dk/adresse/roskildevej-147-1-tv-2500-valby-01015968_147__1__tv,"Roskildevej 147, 1. tv. 2500 Valby",54
https://www.boligsiden.dk/adresse/thad-jones-vej-16-4-th-2450-koebenhavn-sv-01018820__16__4__th,"Thad Jones Vej 16, 4. th. 2450 København SV",90
https://www.boligsiden.dk/adresse/puggaardsgade-17-4-tv-1573-koebenhavn-v-01015660__17__4__tv,"Puggaardsgade 17, 4. tv. 1573 København V",147
https://www.boligsiden.dk/adresse/dagmarsgade-19-3-418-2200-koebenhavn-n-01011208__19__3_418,"Dagmarsgade 19, 3. 418. 2200 København N",59
https://www.boligsiden.dk/adresse/odensegade-17-1-tv-2100-koebenhavn-oe-01015228__17__1__tv,"Odensegade 17, 1. tv. 2100 København Ø",163
https://www.boligsiden.dk/adresse/praestekaervej-16-3-th-2700-broenshoej-01015636__16__3__th,"Præstekærvej 16, 3. th. 2700 Brønshøj",80
https://www.boligsiden.dk/adresse/oeresundsvej-23-1-5-2300-koebenhavn-s-01018544__23__1___5,"Øresundsvej 23, 1. 5. 2300 København S",131
https://www.boligsiden.dk/adresse/godthaabsvej-179-1-th-2720-vanloese-01012264_179__1__th,"Godthåbsvej 179, 1. th. 2720 Vanløse",118
https://www.boligsiden.dk/adresse/strandgade-22a-0-th-1401-koebenhavn-k-01016992_22a_st__th,"Strandgade 22A, st. th. 1401 København K",60
https://www.boligsiden.dk/adresse/kastrupvej-77-4-tv-2300-koebenhavn-s-01013600__77__4__tv,"Kastrupvej 77, 4. tv. 2300 København S",62
https://www.boligsiden.dk/adresse/jernbane-alle-16-1-th-2720-vanloese-01013400__16__1__th,"Jernbane Allé 16, 1. th. 2720 Vanløse",64
https://www.boligsiden.dk/adresse/backersvej-150c-0-th-2300-koebenhavn-s-01010296150c_st__th,"Backersvej 150C, st. th. 2300 København S",74
https://www.boligsiden.dk/adresse/smaalandsgade-6-0-tv-2300-koebenhavn-s-01016652___6_st__tv,"Smålandsgade 6, st. tv. 2300 København S",81
https://www.boligsiden.dk/adresse/vigerslevvej-4-2-th-2500-valby-01018320___4__2__th,"Vigerslevvej 4, 2. th. 2500 Valby",71
https://www.boligsiden.dk/adresse/horsekildevej-48-4-th-2500-valby-01013028__48__4__th,"Horsekildevej 48, 4. th. 2500 Valby",56
https://www.boligsiden.dk/adresse/andreas-bjoerns-gade-8-4-th-1428-koebenhavn-k-01010160___8__4__th,"Andreas Bjørns Gade 8, 4. th. 1428 København K",53
https://www.boligsiden.dk/adresse/landskronagade-56b-2-2100-koebenhavn-oe-01014124_56b__2____,"Landskronagade 56B, 2. 2100 København Ø",78
https://www.boligsiden.dk/adresse/randersgade-44-1-th-2100-koebenhavn-oe-01015716__44__1__th,"Randersgade 44, 1. th. 2100 København Ø",66
https://www.boligsiden.dk/adresse/soendre-alle-8-2-2500-valby-01017308___8__2____,"Søndre Allé 8, 2. 2500 Valby",62
https://www.boligsiden.dk/adresse/jens-otto-krags-gade-13-4-1-2300-koebenhavn-s-01013386__13__4___1,"Jens Otto Krags Gade 13, 4. 1. 2300 København S",84
https://www.boligsiden.dk/adresse/wagnersvej-47-2-th-2450-koebenhavn-sv-01017888__47__2__th,"Wagnersvej 47, 2. th. 2450 København SV",59
https://www.boligsiden.dk/adresse/alliancevej-12b-4-th-2450-koebenhavn-sv-01010090_12b__4__th,"Alliancevej 12B, 4. th. 2450 København SV",140
https://www.boligsiden.dk/adresse/peter-fabers-gade-26-3-tv-2200-koebenhavn-n-01015492__26__3__tv,"Peter Fabers Gade 26, 3. tv. 2200 København N",49
https://www.boligsiden.dk/adresse/else-alfelts-vej-10e-1-tv-2300-koebenhavn-s-01011514_10e__1__tv,"Else Alfelts Vej 10E, 1. tv. 2300 København S",127
https://www.boligsiden.dk/adresse/a.c.-meyers-vaenge-11f-1-tv-2450-koebenhavn-sv-01014734_11f__1__tv,"A.C. Meyers Vænge 11F, 1. tv. 2450 København SV",108
https://www.boligsiden.dk/adresse/palermovej-5-0-th-2300-koebenhavn-s-01015392___5_st__th,"Palermovej 5, st. th. 2300 København S",56
https://www.boligsiden.dk/adresse/loegstoergade-37-3-th-2100-koebenhavn-oe-01014540__37__3__th,"Løgstørgade 37, 3. th. 2100 København Ø",63
